iter	RMSE
554	1.112086025
555	1.112019724
556	1.111978297
557	1.111761789
558	1.111676508
559	1.111568599
560	1.111521041
561	1.111421299
562	1.111325214
563	1.111120821
564	1.111043332
565	1.110969009
566	1.11079543
567	1.110655168
568	1.110585643
569	1.110474948
570	1.110448462
571	1.11036956
572	1.110313811
573	1.11028063
574	1.110208499
575	1.110073034
576	1.110029308
577	1.109986946
578	1.109903112
579	1.109879476
580	1.109855947
581	1.109800023
582	1.109636838
583	1.109550652
584	1.10948089
585	1.109458438
586	1.109377486
587	1.109248673
588	1.109135268
589	1.109095448
590	1.109051441
591	1.108955729
592	1.108821924
593	1.108764878
594	1.108652319
595	1.108590672
596	1.108509129
597	1.108463793
598	1.108288564
599	1.107964603
600	1.10786845
601	1.107803029
602	1.107744962
603	1.107685047
604	1.107649175
605	1.107433616
606	1.107353352
607	1.107109998
608	1.107034733
609	1.106850226
610	1.106828653
611	1.106735445
612	1.106616349
613	1.106575793
614	1.106499613
615	1.106431325
616	1.106373877
617	1.106181592
618	1.105880552
619	1.105812951
620	1.105768516
621	1.105587715
622	1.105560401
623	1.105503034
624	1.105468465
625	1.105342433
626	1.105182925
627	1.105069785
628	1.105050756
629	1.104975269
630	1.104693009
631	1.104571321
632	1.104389963
633	1.104305341
634	1.104232348
635	1.104191248
636	1.104147619
637	1.104016428
638	1.103857243
639	1.103657725
640	1.10361284
641	1.10357089
642	1.10352408
643	1.103421032
644	1.103342593
645	1.103284827
646	1.103247658
647	1.102941018
648	1.1028753
649	1.102779338
650	1.102732115
651	1.102674038
652	1.102580799
653	1.102436556
654	1.10222082
655	1.102146265
656	1.102034036
657	1.101986613
658	1.101966863
659	1.101804376
660	1.101755136
661	1.101734108
662	1.101580224
663	1.101370738
664	1.101216908
665	1.101115012
666	1.101024788
667	1.100981245
668	1.100925384
669	1.100630589
670	1.100500778
671	1.10046779
672	1.100368504
673	1.100312116
674	1.100243366
675	1.100194448
676	1.099871081
677	1.099747354
678	1.099580057
679	1.099476636
680	1.09939541
681	1.099342485
682	1.099240328
683	1.099034808
684	1.09895027
685	1.098842288
686	1.098759373
687	1.098667793
688	1.098570698
689	1.098452085
690	1.098370804
691	1.09828026
692	1.098138564
693	1.097870473
694	1.097753846
695	1.097715853
696	1.0977046
697	1.097642772
698	1.097589021
699	1.097404918
700	1.097276066
701	1.097165078
702	1.096840125
703	1.096796728
704	1.096733315
705	1.096674252
706	1.096567511
707	1.096348321
708	1.096312449
709	1.096273685
710	1.096212966
711	1.096101237
712	1.096009205
713	1.0959578
714	1.095884856
715	1.095704617
716	1.095629771
717	1.095571693
718	1.095480739
719	1.09545112
720	1.095397138
721	1.095335717
722	1.095229969
723	1.095021024
724	1.094959252
725	1.094910994
726	1.09481206
727	1.094768716
728	1.094700146
729	1.094645121
730	1.094636474
731	1.094573559
732	1.094470567
733	1.094355179
734	1.094318207
735	1.094300241
736	1.094233356
737	1.094195218
738	1.0941747
739	1.09370403
740	1.093674637
741	1.093471931
742	1.093425899
743	1.09336369
744	1.093322171
745	1.093283121
746	1.093212761
747	1.093147479
748	1.093079697
749	1.093039901
750	1.093012763
751	1.09297251
752	1.092870204
753	1.092818164
754	1.092692313
755	1.092512782
756	1.092375914
757	1.092343387
758	1.092060264
759	1.091934662
760	1.09186697
761	1.091820298
762	1.091785579
763	1.091687917
764	1.091517708
765	1.091296952
766	1.091162715
767	1.091042213
768	1.090939362
769	1.090815741
770	1.090756216
771	1.090561644
772	1.09048478
773	1.09044711
774	1.090369652
775	1.090303299
776	1.090226709
777	1.090132885
778	1.08988317
779	1.089838684
780	1.089772211
781	1.08959361
782	1.089545804
783	1.089362081
784	1.089288287
785	1.089253809
786	1.089159761
787	1.089105586
788	1.089046731
789	1.089021048
790	1.089013032
791	1.088981722
792	1.088925101
793	1.088881491
794	1.088767603
795	1.088696514
796	1.088638499
797	1.088588834
798	1.088563252
799	1.088469597
800	1.088445016
801	1.0883256
802	1.088132527
803	1.088027741
804	1.087971347
805	1.087873027
806	1.087757883
807	1.087723708
808	1.087669884
809	1.087625762
810	1.087325088
811	1.087307961
812	1.087237309
813	1.087197011
814	1.087144177
815	1.087080785
816	1.086820816
817	1.086771341
818	1.08669474
819	1.086674114
820	1.086603844
821	1.086561521
822	1.086499401
823	1.086480839
824	1.086448901
825	1.086422926
826	1.086353026
827	1.086272359
828	1.086178239
829	1.086065361
830	1.085985782
831	1.085933513
832	1.085777584
833	1.08565496
834	1.085586374
835	1.085526131
836	1.08548072
837	1.085435635
838	1.085387866
839	1.085353561
840	1.085305511
841	1.085086258
842	1.085027006
843	1.084946294
844	1.084873737
845	1.084680901
846	1.084425116
847	1.08433015
848	1.084278565
849	1.084244354
850	1.084232395
851	1.084190023
852	1.084164461
853	1.084142881
854	1.084124593
855	1.084030766
856	1.083999378
857	1.083980944
858	1.083956892
859	1.083942042
860	1.083909935
861	1.083836694
862	1.08381604
863	1.083723896
864	1.083705528
865	1.08368182
866	1.083603911
867	1.083563802
868	1.083509788
869	1.083454912
870	1.08339344
871	1.083336944
872	1.083319002
873	1.083278249
874	1.0831596
875	1.083102103
876	1.082940461
877	1.082807678
878	1.082734964
879	1.082669582
880	1.082604318
881	1.08255818
882	1.08251812
883	1.082382368
884	1.082330666
885	1.082288596
886	1.082150166
887	1.082053083
888	1.082020249
889	1.082000419
890	1.081925298
891	1.081850435
892	1.08177955
893	1.081643552
894	1.081617251
895	1.081588969
896	1.081545938
897	1.081487464
898	1.081400884
899	1.081339706
900	1.081256296
901	1.081167415
902	1.081123261
903	1.081076935
904	1.08090564
905	1.080765519
906	1.080587809
907	1.080438909
908	1.080353619
909	1.080322853
910	1.080290581
911	1.080155572
912	1.080138785
913	1.080060053
914	1.080019567
915	1.079587812
916	1.079545064
917	1.07951429
918	1.079461266
919	1.079363654
920	1.079325814
921	1.079286574
922	1.079271958
923	1.079198177
924	1.079104957
925	1.079071982
926	1.079012815
927	1.07898724
928	1.07885271
929	1.078830206
930	1.078638069
931	1.07860323
932	1.078557235
933	1.078506657
934	1.078466809
935	1.078426403
936	1.078347184
937	1.078314812
938	1.07829162
939	1.078222274
940	1.078174565
941	1.078103311
942	1.078026958
943	1.077963158
944	1.077889561
945	1.077855296
946	1.077824961
947	1.077784664
948	1.077748959
949	1.077697235
950	1.077556908
951	1.077504595
952	1.077437334
953	1.077401593
954	1.077357673
955	1.077303316
956	1.077251158
957	1.077118196
958	1.077072665
959	1.076916246
960	1.076810701
961	1.076773082
962	1.076731033
963	1.076361895
964	1.076303037
965	1.076130637
966	1.076086816
967	1.076011025
968	1.075931911
969	1.075828331
970	1.075786898
971	1.075698571
972	1.075656655
973	1.075560898
974	1.07549391
975	1.075274153
976	1.075233957
977	1.075191136
978	1.075138209
979	1.075119732
980	1.075057433
981	1.075035482
982	1.07493711
983	1.074926062
984	1.074854226
985	1.074720466
986	1.074715709
987	1.074689274
988	1.074607502
989	1.074582838
990	1.074295908
991	1.074162332
992	1.074112387
993	1.074072142
994	1.073996144
995	1.073968786
996	1.073920383
997	1.073883708
998	1.07384205
999	1.07378711
